Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_MM_Cleaned
,ကျွန်တော့်အတွက်ဆို အမြဲပြတ်သားနေတဲ့ သူ့ဆုံးဖြတ်ချက်ကြီး တကယ်ကိုရင်ထဲမှာ ၀မ်းနည်းမှုတွေ နာကျည်းမှုတွေ ရောထွေးနေခဲ့ပြီ,Neutral,2026-02-05T06:31:12Z,@KhaingKyaw-jv3of,YouTube,,0.0,0.0,Myanmar,2026,2,5,6.0,neutral
,2026မှာနားထောင်တဲ့သူတွေရှိသေးလား,Negative,2026-02-02T06:12:33Z,@YNH-m9b,YouTube,,0.0,1.0,Myanmar,2026,2,2,6.0,negative
,ငိုမိနေပီဗျာ,Neutral,2026-01-30T10:46:01Z,@MgmgKoko-m8g,YouTube,,0.0,1.0,Myanmar,2026,1,30,10.0,neutral
,မာန ဆိုတဲ့အရာတွေသာမထားခဲ့ရင်,Negative,2026-01-20T11:15:21Z,@ChitPhyoPaing-i6b,YouTube,,0.0,0.0,Myanmar,2026,1,20,11.0,negative
,တစ်ခေါက်လောက်တော့ဆုံချင်ပါသေးတယ် ဖြူစင်သောသူငယ်ချင်းတွေအဖြစ်နဲ့ပေါ့ စကားတွေအများကြီးပြောပြီး ရယ်ချင်ပါသေးတယ် စကားအရမ်းတတ်တယ်လို့နင်ပြောအုံးမလား...,Negative,2026-01-12T05:40:45Z,@sanlynnhtun5502,YouTube,,0.0,0.0,Myanmar,2026,1,12,5.0,negative
,လမ်းခွဲခဲ့တာ ၅နှစ်ကျော်ပြီ ခုထိမေ့မရဘူး ...,Neutral,2026-01-11T09:47:40Z,@ThetHtetAung-m2s,YouTube,,0.0,0.0,Myanmar,2026,1,11,9.0,neutral
,မရှိပေမဲ့ခံစားခဲ့ရတယ် ?,Neutral,2026-01-09T18:00:49Z,@YoonHtetHte,YouTube,,0.0,1.0,Myanmar,2026,1,9,18.0,neutral
,ဖူးပြည့်ဇော်ရေ သာမန်ဆက်ဆံရေးမဟုတ်တဲ့ 5နှစ်မှာ ဒီလူကိုနှစ်ငါးဆယ်စာအမှတ်တရတွေနဲ့ပါဟာ ငါမရှိမှပျော်မယ်ဆိုတဲ့အချစ်ရေ ပျော်ရွှင်ပါစေတော့ကွယ် #Amk,Negative,2026-01-07T13:01:53Z,@LwinmoeAung-b1i,YouTube,#Amk,0.0,0.0,Myanmar,2026,1,7,13.0,negative
,7နှစ်နီးပါး သံယောဇဉ် မေ့ဖျောက်ဖို့ ခက်ပါတယ်ဆို သီချင်း‌ေလး‌ေတွ့တော့ရင်ထဲဆို့သွားတယ်🥹🥹🥹,Negative,2026-01-02T15:41:59Z,@KaungKaung-iu3mf,YouTube,,0.0,1.0,Myanmar,2026,1,2,15.0,negative
,အချစ်ဦးမို့မေ့မရခဲ့ပါ—-,Neutral,2026-01-02T12:29:41Z,@thanhtikesan9349,YouTube,,0.0,0.0,Myanmar,2026,1,2,12.0,neutral
,လူတွေဘာကြောင့်တစ်ယောက်ထဲနဲ့မလုံလောက်ရတာလဲဗျာ ဖြစ်နိုင်ရင်ကိုဂျိုးလေးဆီကသီချင်းတစ်ပုဒ်လောက်ဝယ်ချင်မိတယ်,Negative,2026-01-02T05:34:02Z,@OjhhTffi,YouTube,,0.0,0.0,Myanmar,2026,1,2,5.0,negative
,အချစ်ဦမှာဖောက်ပြန်သွာခံရတယယ်ဗျ,Neutral,2025-12-30T20:11:31Z,@SoeeWin,YouTube,,0.0,0.0,Myanmar,2025,12,30,20.0,neutral
,4နှစ်တာသံယောဇဉ်ကိုမပြက်ချင်ဘူးငါတောင်းပန်ပါတယ် သူမမချစ်တဲ့ကမ္ဘာမှာမနေချင်ဘူးကိုယ်ကိုကိုသက်သေမယ်,Negative,2025-12-22T13:35:55Z,@GoodnightGaming-x8i,YouTube,,0.0,0.0,Myanmar,2025,12,22,13.0,negative
,အနိုးဆိုတဲ့ တစ်ယောက်က ဒီသီချင်းကိုအရမ်းကြိုက်တာ သူအဖြစ်နဲ့တူလို့ထင်ပါတယ် ကျွန်တော်ကလဲ ကျွန်တော့အဖြစ်နဲ့တူနေလို့ပေါ့ဗျာ,Negative,2025-12-22T12:00:07Z,@thaezwel,YouTube,,0.0,0.0,Myanmar,2025,12,22,12.0,negative
,ကိုယ့်အမှားကြောင့်ဆုံးရှူံးခဲ့ရတာမို့ အရမ်းကိုနာကြင်ရပါတယ် နောင်တဆိုတာ နောင်မှရတယ်ဆိုတာ တကယ်ပါဘဲ ကိုယ့်ကိုကိုယ်ဘဲအပြစ်တင်ပါတယ်,Neutral,2025-12-16T21:59:36Z,@kyawnaing6159,YouTube,,0.0,0.0,Myanmar,2025,12,16,21.0,neutral
,ဘယ်လောက်ဘဲဆွဲဆွဲမမြဲတဲ့လက်ကလေးတစ်စုံကိုလွှတ်ချလိုက်တော့မှသူကအခြားတစ်ယောက်ဆီမှာပျော်‌ေနတယ်ဘိတ်ဆုံးကျတော့လည်း အဆွဲခံရတဲ့သူထက်ဆွဲထားတဲ့အမြဲနာကျင်ရစမြဲပါ,Negative,2025-12-16T12:01:14Z,@Maao-u1l,YouTube,,0.0,1.0,Myanmar,2025,12,16,12.0,negative
,10နှစ်10မိုးချစ်ခဲ့ကြတာပဲလေ မေ့ဖို့သိပ်ခတ်,Neutral,2025-12-13T05:42:30Z,@KhinOo-l6c,YouTube,,0.0,0.0,Myanmar,2025,12,13,5.0,neutral
,မင်းအရမ်းကြိုက်ခဲ့ဘူးတဲ့သီခချင့်လေးတစ်ပုဒ်က ကိုယ့်အရမ်းကြေကွဲတဲ့အချိန်နားထောင်ရင်းလွမ်းဆွေးရမယ်လို့ကိုယ်တခါမှမတွေးခဲ့ဖူးဘူးအသဲရယ် မင်းကိုအရမ်းလွမ်းနေပါတယ်ကွာ အရင်လိုလဲမဆိုးတော့ပါဘူး ပြန်လာပေးပါလို့လဲမတောင်းဆိုနိုင်တော့တဲ့ဘဝမို့ နာကျင်နေယုံကလွဲရင် ဘာများတတ်နိုင်အုန်းမှာလဲ မိုးသဲမာ လေးရယ် အချစ်လဲချစ်တယ် အမြဲလဲသိရတယ် မညာပဲပြောပြရ ရက် ကိုယ်အတ္တကြီးမိတဲ့တစ်ဘဝစာအမှားကြီးမို့ တသက်တာအတွက်လဲနောင်တရသလို တစ်ဘဝလုံးစာလဲတောင်းပန်ပါတယ်အချစ်ရယ်,Negative,2025-12-12T06:59:34Z,@HlaThan-f6j,YouTube,,0.0,0.0,Myanmar,2025,12,12,6.0,negative
,ချစ်ဆုံးလေးရေအခုတွဲနေတဲ့ရဲကိုကိုဆီမှာမပျော်တော့ရင်အချိန်မရွေးပြန်လာခဲ့ပါနော်,Negative,2025-12-09T12:51:52Z,@KweeSan-h6h,YouTube,,0.0,1.0,Myanmar,2025,12,9,12.0,negative
,10တန်းနှစ်လောက်ကချစ်ခဲ့ရတဲ့ ငယ်ချစ်ဦး ကို သတိရမိတယ် သူက 9တန်း မတွေ့တာတောင် 10စုနှစ်ကျော်ပေါ့ ခုထိမေ့မရသေး,Negative,2025-12-07T23:21:34Z,@aungmyothu2521,YouTube,,0.0,1.0,Myanmar,2025,12,7,23.0,negative
,7နှစ်ခွဲတွဲခဲ့တဲ့relationship ဘယ်လိုစိတ်နဲ့များ မေ့နိုင်ရမလဲဟယ်,Negative,2025-12-07T10:04:38Z,@yaminthant7739,YouTube,,0.0,1.0,Myanmar,2025,12,7,10.0,negative
,ချစ်တက်ပေ့မယ်အချစ်မခံရတယ်ရတဲ့ဘဝကအရမ်းခံစားရတယ်,Neutral,2025-12-06T17:25:23Z,@miconsaw259,YouTube,,0.0,0.0,Myanmar,2025,12,6,17.0,neutral
,မူကာရှုးသား,Neutral,2025-12-05T16:02:16Z,@AThin-e7m,YouTube,,0.0,0.0,Myanmar,2025,12,5,16.0,neutral
,ငိုမိတယ်ဗျာ🥹,Neutral,2025-11-21T01:13:19Z,@ThaeThaeChit-w6p,YouTube,,0.0,0.0,Myanmar,2025,11,21,1.0,neutral
,ငါကရော ဘာ့ကြောင့် ဘာ့‌ကြောင့်လဲ ဘာလို့ ဒီလိုဖစ်လာခဲ့ရတာလဲ ခိုးပြေးပီးမှ သဘောမတူလို့ ခွဲလိုက်ရတဲ့ ဆုံးရှုံးမှု ရူးမတတ်ပဲ ဘေဘီရယ်....,Negative,2025-11-20T23:34:09Z,@dragonboy3463,YouTube,,0.0,0.0,Myanmar,2025,11,20,23.0,negative
,အကိုရေစထွက်ခတည်းကနားထောင်ခဲ့တာအခုတော့ကျွန်တော်အတွက်ဆိုထားသလားတောင် အခုဖစ်နေပီဗျာ,Negative,2025-11-20T12:50:40Z,@PisiPisi-h5r,YouTube,,0.0,1.0,Myanmar,2025,11,20,12.0,negative
,အသဲမကွဲလဲ ကွဲရပါတယ်ကွာ lyrics က,Negative,2025-11-19T16:50:29Z,@Htetmyet21,YouTube,,0.0,0.0,Myanmar,2025,11,19,16.0,negative
,ခံစားရခက်နေသော်လည်ဒီသီချင်းကြောင့်တစ်‌ေယာက်သော်သူကိုလွမ်းမ,Neutral,2025-11-18T08:28:56Z,@BoBo-s4n6n,YouTube,,0.0,1.0,Myanmar,2025,11,18,8.0,neutral
,2026ရောက်ရင်ဘယ်သူနားထောင်အုံးမလဲ?,Negative,2025-11-10T06:06:20Z,@waiwai-n1u1z,YouTube,,0.0,0.0,Myanmar,2025,11,10,6.0,negative
,ကျနော်တို့ နှစ်ယောက်ဆောက်ခဲ့တဲ့ လေထဲကအိမ်လေးဗျာ ခွေးလေးနှစ်ကောင်တောင်ပါသေးတယ်ခုတော့ သူဖျက်စီးသွားတယ်,Neutral,2025-11-08T13:45:22Z,@hankokolin-h6l,YouTube,,0.0,1.0,Myanmar,2025,11,8,13.0,neutral
,သူမကငါကိုမချစ်ခဲ့ဘူး,Neutral,2025-11-04T07:48:20Z,@yemhan-z9l,YouTube,,0.0,0.0,Myanmar,2025,11,4,7.0,neutral
,6တန်းနှစ်ကလွဲခဲ့တဲ့အချစ်ဦးလေးကိုလွမ်းတယ် နောက်မှချစ်မိပြီးခုထိမေ့မရဘူး အရမ်းလွမ်းတာဘဲရေ တစ်မြို့ထဲနေပြီး နီး‌ရက်နဲ့ဝေးနေတာ ရေစက်ကုန်ရင်တွေ့ချင်တောင်မတွေ့ရတော့ဘူးဆိုတာ တကယ်ပါဘဲ,Negative,2025-10-31T12:29:04Z,@thazinmoe8325,YouTube,,0.0,1.0,Myanmar,2025,10,31,12.0,negative
,နင်တမ ရဘူးကွစိတ်နာတာ,Neutral,2025-10-26T10:16:25Z,@sanlinkyaw-y6v,YouTube,,0.0,0.0,Myanmar,2025,10,26,10.0,neutral
,တစ်နှင့်တစ်ပေါင်းရင်ဘယ်လိုလို့သုံးဖြစ်မှာလဲ,Negative,2025-10-24T12:13:29Z,@KoHtoo-k1h,YouTube,,0.0,0.0,Myanmar,2025,10,24,12.0,negative
,မင်းကို အရမ်းလွမ်းတယ်ကွာ အချိန်တွေကြာနေပီ မင်းပြန်မလာသေးဘူးလား မေသူရယ် ကိုယ် မျှော်နေတယ်နော် စောင့်နေတယ်နော် .......16.3.2020,Negative,2025-10-24T05:11:10Z,@aunghtunoo-16.3,YouTube,,0.0,0.0,Myanmar,2025,10,24,5.0,negative
,အခုထိနာထောင်နေတုန်းဘဲ,Neutral,2025-10-23T00:01:20Z,@noenoenoe1834,YouTube,,0.0,1.0,Myanmar,2025,10,23,0.0,neutral
,၅နှစ်ကျော်မှပြတ်သွားတဲ့အဖြစ်ပြတ်နက်တိုက်ဆိုင်လွန်းလို့အမြဲနားထောင်ဖစ်တယ်,Neutral,2025-10-22T12:03:37Z,@aunglay-p5e5f,YouTube,,0.0,0.0,Myanmar,2025,10,22,12.0,neutral
,တိုက်ဆိုင်မိတယ်,Neutral,2025-10-22T08:09:07Z,@KoGylKoGyi,YouTube,,0.0,0.0,Myanmar,2025,10,22,8.0,neutral
,2025မှာနားထောင်းတဲ့သူတွေစုမေ,Neutral,2025-10-21T03:38:32Z,@SoeNailg-v8i,YouTube,,0.0,0.0,Myanmar,2025,10,21,3.0,neutral
,"တီးလုံး အသံ အစနဲ့တင် ငိုမိပါတယ် တချိန်ကသူဆိုပြခဲ့တဲ့သီချင်းလေး အရမ်းလွမ်းတယ် အရမ်းလဲ စိတ်နာရပါတယ် ကိုရေ ... သစ္စာဆိုတဲ့စကားကိုလက်ကိုင်ထားပီး အကိုကအရင်တခြားသူရင်ခွင်ထဲကိုပြေးဝင်သွားခဲ့တယ်လေ,တကယ် နာကြည်းတယ် ခုထိလဲမမေ့ဘူး ဖိတ်စာလေးကိုပို့ခဲ့တဲ့နေ့ရက်လေးကိုပေါ့ ဝဋ်ပြန်လည်မယ့်နေ့ကိုစောင့်နေမယ်နော်",Neutral,2025-10-20T09:27:18Z,@ThuZar-s3q,YouTube,,0.0,0.0,Myanmar,2025,10,20,9.0,neutral
,၈နှစ်တာသံယောဇဥ်ဗျာ ရှင်ကွဲ ကွဲရတယ် ဆွဲရသလောက်ဆွဲထားပါတယ် ဒါပေမဲ့ အကိုက တွန်းထုတ်တယ်ဗျာ ဒီသီချင်းနားထောင်တိုင်း ရင်ဘတ်ကြီးကွဲရတယ်ဗျာ,Negative,2025-10-19T15:59:53Z,@WinWin-cy9ge,YouTube,,0.0,1.0,Myanmar,2025,10,19,15.0,negative
,သတိတောင်ရသွား,Neutral,2025-10-14T06:26:57Z,@EiChaw-t1c,YouTube,,0.0,0.0,Myanmar,2025,10,14,6.0,neutral
,ဒီသီချင်းလေး နားထောင်ရင်း crush ကို သတိရမိတယ် Crush ရှိရင် ဖွင့်ပြောပါ မဟုတ်ရင် သူများနောက် ပါသွားလိမ့်မယ် သို့/N.H.A,Negative,2025-10-09T02:42:26Z,@Baddrycrafterr,YouTube,,0.0,2.0,Myanmar,2025,10,9,2.0,negative
,တိုက်ဆိုင်ချက်,Neutral,2025-10-03T08:35:20Z,@ThuZarKhine-u7c,YouTube,,0.0,0.0,Myanmar,2025,10,3,8.0,neutral
,2025 မှာငါတစ်ထဲနားထောင်တာလာငါကတော့အရမ်းကောင်းတယ်အသံလဲကောင်းတယ်ကြိုက်တယ်ငါကတော့နေတောရောမကြိုက်ဘူးလာဟင်,Negative,2025-09-28T12:34:56Z,@NweNi-q2x,YouTube,,0.0,0.0,Myanmar,2025,9,28,12.0,negative
,ငါမတောဖွခေဲ့,Neutral,2025-09-28T12:35:21Z,@NweNi-q2x,YouTube,,0.0,0.0,Myanmar,2025,9,28,12.0,neutral
,လွတ်လပ်ဖို့ကိုယ်လက်လွတ်ခဲ့တာတဲ့ ဟာ......,Negative,2025-09-28T09:46:58Z,@TecnoSpark-r1f1b,YouTube,,0.0,0.0,Myanmar,2025,9,28,9.0,negative
,လမ်းခွဲပြီးတဲ့နောက်မှာမင်းတော်တော်ပြောင်းလဲလာတယ်နော်အေးပေါ့လေငါတို့ကအရင်ကသိပ်ချစ်ကြတဲ့ချစ်သူတွေမှမဟုတ်တော့တာဘယ်တက်နိုင်မလဲ,Negative,2025-09-27T11:50:22Z,@thirij-8k,YouTube,,0.0,0.0,Myanmar,2025,9,27,11.0,negative
,နောက်ဘယ်တော့မှ့မရဘူးအချစ်ဦး,Neutral,2025-09-25T17:02:51Z,@TarTay-g6n1j,YouTube,,0.0,0.0,Myanmar,2025,9,25,17.0,neutral
,နောက်တစ်ပုဒ်ထက်တင်ပေးလို့ရမှာလား,Negative,2025-09-25T11:05:54Z,@kalayrehrwae,YouTube,,0.0,0.0,Myanmar,2025,9,25,11.0,negative
,နားထောင်နေတုန်းပဲ,Negative,2025-09-22T05:46:10Z,@AyeAye-w2w8i,YouTube,,0.0,0.0,Myanmar,2025,9,22,5.0,negative
,နာကျင်နေတယ်....အချိန်တွေကြာသွားလဲချစ်တဲ့သူကအပျက်သွားပြန်ဘူး,Neutral,2025-09-15T13:21:53Z,@DDlayDDlay,YouTube,,0.0,0.0,Myanmar,2025,9,15,13.0,neutral
,မဝေးချင်ဘူးရယ် နေ့တိုင်းမျက်နှာလေးပဲမြင်ချင်တယ်အသဲရယ်မမေ့နိုင်သောအပြုံးလေးတွေမို့ အနားမှာအမြဲရှိနေပေးပါဆို လွန်နေမလား,Negative,2025-09-12T01:20:43Z,@ZarZarPhyo-c8x,YouTube,,0.0,0.0,Myanmar,2025,9,12,1.0,negative
,နည်းနည်းမှ..ပြန်မလွမ်းခဲ့ဘူးလား,Neutral,2025-09-11T15:18:07Z,@DawWinWinMaw-ei4wt,YouTube,,0.0,0.0,Myanmar,2025,9,11,15.0,neutral
,အရမ်းချစ်ရတဲ့မမရှိပါတယ် ခုတော့သူများလက်ထဲမာပေါ့ ပျော်နေလိုက်တာ​ဗျာ ကို့ကိုမေ့သွားတာများမြန်လိုက်တာ ကိုကျတော့ခုထိမျော်နေမိတုန်း,Negative,2025-09-11T09:09:42Z,@Point7-n8s,YouTube,,0.0,0.0,Myanmar,2025,9,11,9.0,negative
,အရာအာလုံးကနောက်ဆုံးတော့အတိတ်မှာကျန်ခဲ့ပြိပဲ,Negative,2025-09-11T07:42:10Z,@Thiha363,YouTube,,0.0,0.0,Myanmar,2025,9,11,7.0,negative
,ဝဲနဲရပါတယ်,Neutral,2025-09-06T08:56:02Z,@YeThut-v5z,YouTube,,0.0,0.0,Myanmar,2025,9,6,8.0,neutral
,အရွဲ့တိုက်တတ်တဲ့မင်းအကျင့်လေးကို လူတိုင်းကခွင့်လွှတ်ပါ့မလား?,Negative,2025-09-06T03:19:06Z,@yaungni_19,YouTube,,0.0,0.0,Myanmar,2025,9,6,3.0,negative
,မိန်းကလေးဆိုတာ သိပ်မကြိုက်ဘူး ကိုယ်ထင်တာပြောပါ blame တာမဟုတ်ပါဘူးဗျ,Negative,2025-09-04T14:41:23Z,@mgmg-i2g4x,YouTube,,0.0,0.0,Myanmar,2025,9,4,14.0,negative
,အချစ်ဦးကို အခုထိမေ့မရသေးပါဘူး,Neutral,2025-09-04T13:04:56Z,@Coco_nutHeaven,YouTube,,0.0,0.0,Myanmar,2025,9,4,13.0,neutral
,ဘာလို့လဲ,Negative,2025-09-03T12:32:34Z,@ミョー.トウアウン,YouTube,,0.0,0.0,Myanmar,2025,9,3,12.0,negative
,ကျောင်းတုန်ကတိတ်တခိုးကြိတ်ပီစွဲလမ်းမိခဲ့တဲ့ကောင်မလေး ရူပါမြင့်သိန်း ဆိုတဲ့ကောင်မလေးမင်အခုဘယ်‌တေများရောက်နေပီလဲ ကောင်မလေးရေးရေစက်လေးတော့ဆုံချင်မိတယ် ကောင်မလေးရေးးးးးးး တိတ်တခိုးစွဲလမ်းခဲ့ဘူးတဲ့ကောင်မလေးရေး နေပြည်တော် ပျဉ်းမနား အ ထ က 3 ကကောင်မလေးသိစေ့လို့းးးးးးးးး,Negative,2025-08-28T09:16:15Z,@ShwePhyoe-u3s,YouTube,,0.0,0.0,Myanmar,2025,8,28,9.0,negative
,အရမ်းချစ်မိတယ်ဒါပေမဲ့ထားခဲ့ချင်းခံရတယ်,Neutral,2025-08-22T02:48:37Z,@ellikhan-pu6mp,YouTube,,0.0,0.0,Myanmar,2025,8,22,2.0,neutral
,"""မိုးလင်းပေါက်ကိုစဉ်းစားမရတာ မင်းကတကယ်နေနိုင်နေတာလား နည်းနည်းမှပြန်မလွမ်းခဲ့ဘူးလား"" တကယ့်အနှစ်တွေပါ သူ့ကိုအခုထိ လွမ်းဆွတ်တမ်းတမိနေတုန်း ဘယ်အခြေနေမျိုးမှာပဲဖြစ်ဖြစ် မင်းသာငါ့ကိုပြန်ချစ်မယ်ဆိုရင် ငါအရမ်းပျော်မိမှာပဲ အိသက်ရယ်",Negative,2025-08-18T10:07:02Z,@KoHtet-z2t3l,YouTube,,0.0,4.0,Myanmar,2025,8,18,10.0,negative
,သတိတေရတယ်ကောင်မလေးယေင့အမှားကြောင့်မင်းကိုဆုံးရူံးလိုက်ရတာ,Neutral,2025-08-10T16:19:04Z,@ArKar-e5i,YouTube,,0.0,0.0,Myanmar,2025,8,10,16.0,neutral
,သတိရတယ်ကွယ်ပြန်လာမလာလို့မျော်နေမိတယ်,Neutral,2025-08-09T08:41:18Z,@lwelkapaw3216,YouTube,,0.0,0.0,Myanmar,2025,8,9,8.0,neutral
,သူဆိုပြနေကျ သီးချင်းလေး အခုတော့ ဒီသီးချင်းလေး ကြားမိ့တိုင်းသူ့ကိုလွမ်းနေရုံကလွဲပီးဘာမှမတတ်နိုင်ခဲ့ပါဘူး,Neutral,2025-08-08T15:16:56Z,@thureintun8661,YouTube,,0.0,1.0,Myanmar,2025,8,8,15.0,neutral
,ဘယ်လိုစိတ်နဲ့ ရေးစက်ခဲ့တာလည်းဗျာ ကျနော် သတိရနေတာ မဇင်ဇာမိုးကိုပဲ ကျနော် ဒိသိချင်းကို အရမ်းကြိုက်တာ သူသိမှာပါ ဒိသိချင်းကြားရင်လည်း သူလည်းသတိရနေမယ်ထင်ပါတယ်ဗျာ ၊ ဘယ်တော့များမှာ မနီးတော့တဲ့ ခရီးကို ရှောက်ခဲ့ကျတာပါပဲ့ တဂယ်ဆို ကျနော် မရေရာမှန်းသိသိနဲ့ ရင်ထဲ့ ထည်ထားခဲ့တာပါ နောင်တရလားမေးရင် မရပါဘူး ချစ်ခဲ့တာပါ ပိတောမေ့မရတာပါ အရာရာကျနော်‌အပေါ် ကောင်းပေးခဲ့တဲ့ မဇင်ဇာမိုးရေ ကျနော် ခင်များကိုလွမ်းနေတယ် မဆက်သွယ်ခြင်းဖြင် မနှောက်ရှက်တာပါဗျာ အကိုနဲ့လည်းပျော်အောင်နေပါ ဘဝမယ် စိတ်အလိုမကျတိုင်း ကိုရဲ့ ကျောင်းဆရာမ ကရင်မလေးကို ပြေးပြီးသတိရနေတတ်တာဟာ ကျနော်အကျင့်လိုဖြစ်နေပါပြိ ကျန်ခဲ့ချင်းတွေမှာလည်းနေသားကျနေပါပိဗျ ။,Negative,2025-08-07T13:24:09Z,@ThanhtikeAung-i1w2y,YouTube,,0.0,0.0,Myanmar,2025,8,7,13.0,negative
,ရှင်ကွဲကသေကွဲထပ်နာကျင်ရပါတယ်သူတခြားတစ်ယောက်နဲ့ပျော်နေတာမြင်ရတာအရမ်းနာကျင်ရပါတယ်သူတခြားတစ်ယောက်နဲ့ပြုံးပျော်နေတာတွေ့ရင်ကိုယ်တိုရဲ့အမှတ်တရတွေကိုပြန်လွမ်းမိနေတယ,Neutral,2025-08-07T00:23:19Z,@ZarLay-d1g,YouTube,,0.0,0.0,Myanmar,2025,8,7,0.0,neutral
,လွမ်းတယ်,Neutral,2025-08-05T11:24:28Z,@Chanko-m3n,YouTube,,0.0,0.0,Myanmar,2025,8,5,11.0,neutral
,တိုက်ဆိုင် ချက်,Negative,2025-07-31T10:31:19Z,@SuMon-rm8en,YouTube,,0.0,1.0,Myanmar,2025,7,31,10.0,negative
,ကျန်တော်အဖြစ်အပျက်ကြီးလိုပါပဲဗျာ၃နှစ်ကျော်၄နှစ်နီးပါးကိုခနတာတွေ့တဲ့ကောင်နဲ့လဲခဲ့တယ်သူဆုံးဖြတ်ချက်လုံးဝပြောင်းမှာမဟုတ်ဘူးတဲ့ဗျာကျန်တော်ကသာအခုထိစောင့်နေမိတာ,Negative,2025-07-30T14:23:52Z,@Thuta-g1m,YouTube,,0.0,0.0,Myanmar,2025,7,30,14.0,negative
,၂၀၂၆မှာဘယ်သူတွေနာထောင်အုန်းမှာလည်း,Negative,2025-07-27T14:24:36Z,@KoZin-o6b3s,YouTube,,0.0,2.0,Myanmar,2025,7,27,14.0,negative
,ဒီနေ့25•7•2025မှာ သူ့ကို စွန့်လွတ်ပေးလိုက်တယ်ဗျာ သူယုံတာ သူဘေးကစကားတွေပါ ကိုယ့်စကားကိုမယုံကြည့်တဲ့သူကို,Negative,2025-07-26T03:00:55Z,@KoNyi-i8w8l,YouTube,,0.0,0.0,Myanmar,2025,7,26,3.0,negative
,မင်းကိုယ့်ဘက်မကြည့်ခဲ့ဘူးကွာ,Neutral,2025-07-25T10:56:14Z,@kyawsan7358,YouTube,,0.0,0.0,Myanmar,2025,7,25,10.0,neutral
,မင်းလဲ အရွဲ့တိုက် ကိုယ်လဲအတူတူပေါ့ကွာ တနေ့တော့ပြန်ဆုံချင်ပါသေးတယ်,Negative,2025-07-25T00:44:16Z,@khinphoongonetun2837,YouTube,,0.0,0.0,Myanmar,2025,7,25,0.0,negative
,ကြိုးစားညီလေးအသဲကွဲနေတာမင်းတယောက်ထဲမှဟုတ်တာ,Neutral,2025-07-24T13:08:16Z,@KoT-cj2he,YouTube,,0.0,0.0,Myanmar,2025,7,24,13.0,neutral
,မိုးလင်းပေါက်စဉ်းစားမရပါ မင်းကတကယ်နေနိုင်နေတာလား,Negative,2025-07-22T01:19:14Z,@kaungkhantzaw6571,YouTube,,0.0,0.0,Myanmar,2025,7,22,1.0,negative
,ဘယ်ရာတွေမှားခဲ့မှန်းမသိဘူးအချစ်ရယ်,Neutral,2025-07-19T05:22:39Z,@PhoekyawPhoekyaw-h2w,YouTube,,0.0,0.0,Myanmar,2025,7,19,5.0,neutral
,တနေ့နေ့တောကိုယ်မင်ကိုမေ့နိင်မှပါဆိုတဲစိတ်နဲအခုထိမမေ့နိင်ဘူးကွာချစ်ရယ်ရက်စက်လိုက်တာ,Neutral,2025-07-18T13:49:09Z,@roselay-uk4hf,YouTube,,0.0,0.0,Myanmar,2025,7,18,13.0,neutral
,ပြိုကုန်ပြီကလေးရေ လေထဲကတိုက်အိမ်လေး,Negative,2025-07-16T13:53:00Z,@uzumakijameson9823,YouTube,,0.0,0.0,Myanmar,2025,7,16,13.0,negative
,ကိုယ်နဲ့တိုက်ဆိုင်လိုက်တာ တကယ်နေနိုင်ပီလား‌လို့မေးကြည့်ချင်လိုက်တာ ကိုယ်ကတော့အမြဲပဲလွမ်းနေမိတယ်,Negative,2025-07-15T14:51:08Z,@NyeinNyein-z8n9u,YouTube,,0.0,0.0,Myanmar,2025,7,15,14.0,negative
,ဘယ်အရာတေမှားခဲ့လဲမသိ,Neutral,2025-07-11T02:49:59Z,@KyawtkayKhaing-y1c,YouTube,,0.0,0.0,Myanmar,2025,7,11,2.0,neutral
,ဟောကွယ်,Neutral,2025-07-11T00:22:02Z,@MaiThinEi,YouTube,,0.0,0.0,Myanmar,2025,7,11,0.0,neutral
,မောင်ရယ်မခံစားနိုင်တော့ဘူး,Neutral,2025-07-06T05:48:53Z,@KwawSoe,YouTube,,0.0,0.0,Myanmar,2025,7,6,5.0,neutral
,ကျနော်အခုထိမနေနိုင်သေးဘူးဗျာ,Neutral,2025-07-04T14:07:05Z,@Fair-q7y,YouTube,,0.0,0.0,Myanmar,2025,7,4,14.0,neutral
,အရမ်းချစ်ရသောမောင် အရမ်းချစ်တယ်အရွဲ့တိုက်လွန်မိလို့‌ခနတာဝေးရတော့မယ်မောင်ရယ်ကျမမောင်ရဲရင့်နိုင်ကိုအရမ်းချစ်တယ်ဆိုတာသိပါစေ,Negative,2025-07-02T07:42:51Z,@KwawSoe,YouTube,,0.0,0.0,Myanmar,2025,7,2,7.0,negative
,တစ်ယောက်ထဲပဲဘာလို့စွဲလမ်းနေတာလဲ,Neutral,2025-07-01T03:24:42Z,@ThantZinAung-z6l,YouTube,,0.0,0.0,Myanmar,2025,7,1,3.0,neutral
,ငါ,Negative,2025-06-27T12:50:13Z,@AungKyaw-n4c,YouTube,,0.0,0.0,Myanmar,2025,6,27,12.0,negative
